YEAR_,STARTDATED,CONTRDATED,STATE,DLATITUDE,DLONGITUDE,TOTALACRES
2005,10/31/2005,10/31/2005,North Carolina,35.29305556000,-83.83722222000,1.00000000000
2005,10/31/2005,11/1/2005,North Carolina,35.47650000000,-83.23130000000,2.00000000000
2005,10/31/2005,11/2/2005,Tennessee,35.16527778000,-84.33277778000,3.00000000000
2005,11/1/2005,11/1/2005,Virginia,37.44054300000,-79.59271400000,0.20000000000
2005,11/1/2005,11/1/2005,South Carolina,33.22500000000,-81.58444444000,1.00000000000
2005,11/2/2005,11/2/2005,North Carolina,35.71710000000,-76.51900000000,0.10000000000
2005,11/2/2005,11/2/2005,North Carolina,35.06750000000,-84.06583333000,1.00000000000
2005,11/2/2005,11/2/2005,South Carolina,34.76250000000,-83.24361111000,1.00000000000
2005,11/2/2005,11/3/2005,Tennessee,35.22083333000,-84.35833333000,10.00000000000
2005,11/3/2005,11/3/2005,Virginia,38.29055556000,-79.34388889000,0.30000000000
2005,11/3/2005,11/6/2005,Tennessee,36.54333333000,-81.70333333000,158.00000000000
2005,11/5/2005,11/6/2005,North Carolina,35.34694444000,-80.03750000000,0.10000000000
2005,11/6/2005,11/6/2005,Virginia,37.90111111000,-79.59944444000,2.00000000000
2005,11/7/2005,11/7/2005,South Carolina,33.33944444000,-81.56972222000,6.00000000000
2005,11/8/2005,11/8/2005,South Carolina,33.33305556000,-81.59166667000,1.00000000000
2005,11/9/2005,11/9/2005,Tennessee,36.27972222000,-84.41611111000,0.50000000000
2005,11/9/2005,11/10/2005,South Carolina,32.93333333000,-79.81666667000,2.80000000000
2005,11/9/2005,11/9/2005,South Carolina,34.75250000000,-83.23555556000,3.00000000000
2005,11/9/2005,11/10/2005,Tennessee,35.08611111000,-84.35833333000,3.00000000000
2005,11/9/2005,11/9/2005,Tennessee,36.15694444000,-82.49666667000,33.00000000000
2005,11/10/2005,11/10/2005,South Carolina,34.51250000000,-80.32389000000,0.30000000000
2005,11/10/2005,11/10/2005,Tennessee,35.47470000000,-87.61060000000,4.00000000000
2005,11/11/2005,11/11/2005,North Carolina,35.07138889000,-83.19305556000,0.25000000000
2005,11/11/2005,11/12/2005,North Carolina,35.19333333000,-82.93638889000,12.00000000000
2005,11/11/2005,11/12/2005,North Carolina,35.29333333000,-83.75444444000,15.00000000000
2005,11/12/2005,11/13/2005,Tennessee,35.83083333000,-83.13027778000,0.10000000000
2005,11/12/2005,11/12/2005,Virginia,38.52944444000,-78.65833333000,0.10000000000
2005,11/12/2005,11/12/2005,Virginia,38.52861111000,-78.65861111000,0.10000000000
2005,11/12/2005,11/12/2005,North Carolina,35.11777778000,-83.27527778000,0.25000000000
2005,11/12/2005,11/12/2005,North Carolina,35.91000000000,-81.78666667000,0.25000000000
2005,11/12/2005,11/12/2005,North Carolina,35.28555556000,-82.79611111000,0.50000000000
2005,11/12/2005,11/12/2005,North Carolina,35.21666667000,-83.73333333000,1.00000000000
2005,11/12/2005,11/12/2005,North Carolina,35.47930000000,-83.35150000000,2.00000000000
2005,11/12/2005,11/13/2005,Virginia,37.05000000000,-81.06666667000,2.00000000000
2005,11/12/2005,11/14/2005,Virginia,37.95666667000,-78.95388889000,2.50000000000
2005,11/12/2005,11/14/2005,North Carolina,35.46222222000,-82.72861111000,30.00000000000
2005,11/12/2005,11/12/2005,Tennessee,35.16666667000,-84.60833333000,30.00000000000
2005,11/12/2005,11/13/2005,Tennessee,36.09060000000,-84.70640000000,116.00000000000
2005,11/12/2005,11/14/2005,Tennessee,36.54166667000,-81.70888889000,297.00000000000
2005,11/13/2005,11/13/2005,Virginia,36.89222222000,-82.54305556000,2.00000000000
2005,11/14/2005,11/14/2005,South Carolina,33.33944444000,-81.56972222000,0.10000000000
2005,11/14/2005,11/15/2005,Tennessee,35.80944444000,-83.06333333000,33.60000000000
2005,11/15/2005,11/15/2005,Virginia,37.43420000000,-79.58000000000,0.10000000000
2005,11/16/2005,11/19/2005,South Carolina,33.11972222000,-79.48305556000,5.00000000000
2005,11/19/2005,11/19/2005,North Carolina,35.34861111000,-83.35305556000,0.20000000000
2005,11/19/2005,11/19/2005,Virginia,37.46666667000,-80.23333333000,1.00000000000
2005,11/19/2005,11/20/2005,South Carolina,33.56194000000,-80.32194000000,5.00000000000
2005,11/24/2005,11/24/2005,Tennessee,35.08750000000,-84.39166667000,3.00000000000
2005,11/24/2005,11/26/2005,South Carolina,33.33333333000,-79.87111111000,20.00000000000
2005,11/26/2005,11/27/2005,North Carolina,35.17333333000,-83.87000000000,30.00000000000
2005,11/27/2005,11/27/2005,South Carolina,33.40000000000,-81.55000000000,0.10000000000
2005,11/27/2005,11/27/2005,North Carolina,35.41611111000,-83.85500000000,3.00000000000
2005,11/27/2005,11/28/2005,Tennessee,35.21666667000,-84.35555556000,20.00000000000
2005,12/12/2005,12/13/2005,Tennessee,35.50756600000,-83.96412700000,0.30000000000
2005,12/12/2005,12/13/2005,Tennessee,35.49960100000,-83.93399400000,0.50000000000
2005,12/14/2005,12/14/2005,South Carolina,33.52333000000,-80.43111000000,2.00000000000
2005,12/21/2005,12/21/2005,North Carolina,35.31583333000,-83.79666667000,1.00000000000
2005,12/22/2005,12/22/2005,North Carolina,35.30805556000,-83.81694444000,1.00000000000
2005,12/22/2005,12/22/2005,North Carolina,35.28638889000,-83.85083333000,1.00000000000
2005,12/22/2005,12/22/2005,Tennessee,35.50330000000,-87.46610000000,2.00000000000
2005,12/22/2005,12/22/2005,North Carolina,35.29750000000,-83.83472222000,5.00000000000
2005,12/23/2005,12/23/2005,North Carolina,35.18138889000,-84.20833333000,0.50000000000
2005,12/23/2005,12/23/2005,Tennessee,35.18333333000,-84.30138889000,15.00000000000
